Supplier ID,Name,Region,Material,Price per Unit (USD),Lead Time,Status,Rating
8108,"Mason, Garrison and Taylor",EU,Pallet Jacks,19959.9,24 days,Pending,4.1/5.0
8109,"Beck, Robertson and Tran",EU,Barcode Scanners,10210.79,7 days,Inactive,3.1/5.0
8110,Tucker-Gray,LATAM,Conveyor Belts,16936.37,38 days,Active,3.1/5.0
8111,"Sanders, Walsh and Harvey",NA,Pallet Jacks,425.37,28 days,Inactive,4.1/5.0
8112,Santiago Inc,EU,Barcode Scanners,18981.39,17 days,Active,3.7/5.0
8113,Ferguson-Reyes,APAC,Forklifts,6316.57,31 days,Inactive,3.4/5.0
8114,Lucero PLC,EU,Conveyor Belts,5049.74,9 days,Inactive,4.1/5.0
8115,Green Group,EU,Shipping Containers,3485.78,11 days,Active,3.9/5.0
8116,Young-Jackson,NA,Shipping Containers,9003.46,29 days,Active,2.5/5.0
8117,Taylor Ltd,MEA,Pallet Jacks,9196.63,13 days,Active,4.0/5.0
8118,"Hampton, Guzman and Mack",MEA,Pallet Jacks,15636.84,34 days,Active,4.9/5.0
8119,Wu Inc,EU,Shipping Containers,11112.74,11 days,Pending,2.8/5.0
8120,Lynch-Jackson,EU,Forklifts,8992.48,6 days,Inactive,3.5/5.0
8121,"Hayes, Davis and Garcia",EU,Shipping Containers,6631.21,35 days,Inactive,3.0/5.0
8122,Taylor Group,MEA,Conveyor Belts,4303.42,12 days,Pending,3.9/5.0
8123,Ferguson Ltd,NA,Barcode Scanners,4514.11,19 days,Inactive,3.6/5.0
8124,Mercado-Warner,EU,Pallet Jacks,19889.37,9 days,Active,4.4/5.0
8125,Jones PLC,LATAM,Barcode Scanners,11014.38,25 days,Inactive,5.0/5.0
8126,Gutierrez Ltd,MEA,Barcode Scanners,5425.62,18 days,Active,4.7/5.0
8127,Hernandez-Torres,APAC,Conveyor Belts,14980.6,10 days,Inactive,3.2/5.0
8128,"Gentry, Cole and Baker",EU,Shipping Containers,10516.4,14 days,Inactive,3.5/5.0
8129,Ayala-Nash,NA,Barcode Scanners,9230.2,35 days,Inactive,5.0/5.0
8130,Sullivan-Wong,MEA,Forklifts,12286.36,34 days,Inactive,4.1/5.0
8131,White-Cox,MEA,Forklifts,8767.18,33 days,Inactive,3.7/5.0
8132,Cannon LLC,MEA,Shipping Containers,1314.47,36 days,Inactive,3.7/5.0
8133,Cook-Martin,EU,Shipping Containers,14587.19,40 days,Pending,3.6/5.0
8134,"Mathews, Cooley and Kelly",LATAM,Pallet Jacks,1828.6,16 days,Pending,4.5/5.0
8135,Holmes-Cook,MEA,Conveyor Belts,10074.3,30 days,Active,3.4/5.0
8136,Nelson-Rowe,MEA,Forklifts,18148.92,9 days,Pending,3.9/5.0
8137,Francis-Huynh,APAC,Shipping Containers,13676.73,23 days,Pending,3.0/5.0
8138,Owens Inc,LATAM,Pallet Jacks,16896.32,20 days,Pending,2.6/5.0
8139,Fisher-Cohen,APAC,Shipping Containers,106.42,40 days,Inactive,2.6/5.0
8140,"Gallagher, King and Garrison",APAC,Barcode Scanners,9172.9,17 days,Inactive,3.7/5.0
8141,Baker PLC,NA,Pallet Jacks,8995.74,8 days,Inactive,2.7/5.0
8142,Carlson-Hicks,MEA,Barcode Scanners,13042.89,30 days,Inactive,3.9/5.0
8143,Johnson-Thomas,MEA,Conveyor Belts,15198.98,20 days,Active,4.2/5.0
8144,Evans and Sons,NA,Forklifts,3037.25,30 days,Inactive,3.2/5.0
8145,"Hopkins, Collins and Townsend",APAC,Barcode Scanners,10679.57,13 days,Pending,3.4/5.0
8146,Nelson-Kane,APAC,Pallet Jacks,13678.44,23 days,Inactive,3.1/5.0
8147,"Golden, Vega and Sheppard",MEA,Pallet Jacks,18065.17,26 days,Inactive,3.1/5.0
8148,Hill Ltd,APAC,Barcode Scanners,18019.58,11 days,Inactive,4.6/5.0
8149,Baker-Monroe,NA,Barcode Scanners,1709.52,8 days,Active,2.9/5.0
8150,"Watkins, Villa and Harvey",NA,Conveyor Belts,17707.32,28 days,Inactive,2.9/5.0
8151,Villarreal-Ortiz,NA,Conveyor Belts,17285.47,24 days,Pending,3.1/5.0
8152,"Nelson, Hernandez and Buck",NA,Barcode Scanners,3684.91,33 days,Active,3.8/5.0
8153,Watkins-Carpenter,NA,Pallet Jacks,17839.28,28 days,Inactive,4.9/5.0
8154,Jackson Group,APAC,Pallet Jacks,6807.53,37 days,Inactive,3.8/5.0
8155,Lawrence PLC,NA,Forklifts,14204.32,25 days,Active,3.2/5.0
8156,"Ballard, Harris and Lopez",EU,Forklifts,13205.73,13 days,Inactive,4.4/5.0
8157,Elliott-Ford,NA,Barcode Scanners,7291.96,22 days,Active,2.9/5.0
8158,"Madden, Love and Fuentes",APAC,Conveyor Belts,5423.61,18 days,Pending,3.3/5.0
8159,Gibson PLC,APAC,Conveyor Belts,1340.05,35 days,Pending,4.8/5.0
8160,"Horn, Sanchez and Martin",APAC,Barcode Scanners,16721.98,5 days,Inactive,4.4/5.0
8161,"Garcia, Becker and Martinez",LATAM,Shipping Containers,9289.45,5 days,Active,4.8/5.0
8162,Stone Ltd,APAC,Conveyor Belts,18607.99,17 days,Pending,3.8/5.0
8163,Jones-Martin,MEA,Conveyor Belts,1540.53,16 days,Active,4.7/5.0
8164,Cook-Yang,NA,Forklifts,17746.49,39 days,Active,2.7/5.0
8165,Farrell-Hancock,NA,Pallet Jacks,17990.59,37 days,Pending,2.8/5.0
8166,Rubio PLC,NA,Conveyor Belts,8301.36,38 days,Pending,4.8/5.0
8167,Hull-Harper,APAC,Forklifts,3604.25,27 days,Inactive,4.3/5.0
8168,Estes-White,NA,Pallet Jacks,17856.17,9 days,Active,3.6/5.0
8169,Douglas Inc,APAC,Conveyor Belts,2825.85,26 days,Active,3.8/5.0
8170,"Walter, Walker and Reed",LATAM,Pallet Jacks,399.53,29 days,Inactive,3.5/5.0
8171,"Sullivan, Johnson and Vang",MEA,Conveyor Belts,12372.86,13 days,Active,2.6/5.0
8172,Lucas PLC,LATAM,Shipping Containers,19127.87,19 days,Pending,3.8/5.0
8173,Powell-Dalton,NA,Forklifts,1992.81,23 days,Pending,4.1/5.0
8174,"Henderson, Perry and Parks",EU,Forklifts,8709.99,30 days,Inactive,2.7/5.0
8175,"Cooper, Proctor and Zuniga",NA,Barcode Scanners,16952.1,8 days,Pending,3.3/5.0
8176,Brooks LLC,NA,Shipping Containers,13477.31,21 days,Pending,4.2/5.0
8177,White-Wilson,NA,Conveyor Belts,12129.18,25 days,Active,3.0/5.0
8178,Nelson and Sons,EU,Barcode Scanners,17784.93,6 days,Pending,4.1/5.0
8179,Castillo-Manning,APAC,Pallet Jacks,6257.84,13 days,Active,4.4/5.0
8180,Hampton PLC,MEA,Barcode Scanners,16631.31,12 days,Active,4.8/5.0
8181,"Barajas, Kramer and Thompson",NA,Pallet Jacks,14332.83,27 days,Active,3.1/5.0
8182,"Simmons, Griffin and White",MEA,Conveyor Belts,16515.12,14 days,Active,2.7/5.0
8183,Cole Ltd,MEA,Pallet Jacks,12969.83,10 days,Inactive,3.7/5.0
8184,Clark-Miller,NA,Forklifts,4375.3,37 days,Inactive,4.1/5.0
8185,Sims PLC,MEA,Forklifts,3048.72,11 days,Pending,3.4/5.0
8186,Edwards Group,MEA,Conveyor Belts,4306.41,24 days,Inactive,3.8/5.0
8187,Hendricks-Hill,APAC,Forklifts,10166.84,9 days,Active,4.5/5.0
8188,Roberson-Riley,MEA,Conveyor Belts,4987.23,37 days,Pending,3.3/5.0
8189,Ramirez LLC,EU,Shipping Containers,7424.8,30 days,Active,3.1/5.0
8190,Brooks-Li,EU,Barcode Scanners,15883.92,39 days,Pending,4.3/5.0
8191,"Lutz, Smith and Sanchez",LATAM,Pallet Jacks,462.71,22 days,Active,4.3/5.0
8192,Thomas-Best,EU,Shipping Containers,16649.24,33 days,Pending,3.0/5.0
8193,Compton PLC,NA,Conveyor Belts,13213.87,40 days,Inactive,4.5/5.0
8194,"Steele, Barker and Hayes",APAC,Pallet Jacks,17373.09,31 days,Inactive,4.3/5.0
8195,"Williams, Davis and Alvarado",LATAM,Forklifts,10904.68,33 days,Pending,3.6/5.0
8196,"Salinas, Small and Mitchell",NA,Shipping Containers,12070.94,31 days,Inactive,4.7/5.0
8197,"Cooper, Fitzgerald and Montgomery",MEA,Pallet Jacks,486.16,37 days,Pending,4.4/5.0
8198,"Moreno, Howard and Morales",MEA,Conveyor Belts,19210.04,35 days,Inactive,4.3/5.0
8199,"Norris, Lane and Hunter",LATAM,Shipping Containers,16340.1,15 days,Pending,3.7/5.0
8200,"Mclaughlin, Baker and Johnson",MEA,Pallet Jacks,13719.32,19 days,Pending,4.4/5.0
8201,"Bond, Lopez and Barnett",APAC,Barcode Scanners,16558.63,7 days,Pending,3.3/5.0
8202,Campbell PLC,NA,Pallet Jacks,16966.21,10 days,Active,3.9/5.0
8203,Obrien Group,NA,Conveyor Belts,5504.91,32 days,Pending,3.4/5.0
8204,"Huffman, Bell and Bentley",MEA,Shipping Containers,13334.01,5 days,Inactive,3.4/5.0
8205,Young LLC,EU,Forklifts,17057.75,27 days,Inactive,4.3/5.0
8206,"Sanchez, Jones and Garcia",EU,Shipping Containers,4495.81,10 days,Active,3.4/5.0
8207,King and Sons,MEA,Pallet Jacks,8476.83,24 days,Active,4.4/5.0
8208,Jackson-Bond,MEA,Conveyor Belts,7540.08,38 days,Active,4.8/5.0
8209,"Mclean, Mccarty and Alexander",NA,Conveyor Belts,11676.01,14 days,Pending,4.0/5.0
8210,Bryant-Lowery,APAC,Forklifts,7262.42,22 days,Inactive,4.6/5.0
8211,Benitez-Baker,NA,Barcode Scanners,7583.52,12 days,Active,2.7/5.0
8212,Lewis Inc,MEA,Forklifts,19575.19,21 days,Active,5.0/5.0
8213,Carlson and Sons,APAC,Conveyor Belts,14228.69,8 days,Pending,3.7/5.0
8214,"Oconnor, Krause and Miller",MEA,Conveyor Belts,13468.62,38 days,Pending,4.4/5.0
8215,Stanton Group,LATAM,Forklifts,7501.95,5 days,Active,4.9/5.0
8216,"Simon, Perez and English",MEA,Conveyor Belts,12350.67,28 days,Active,4.8/5.0
8217,"Sanchez, Kennedy and Browning",EU,Conveyor Belts,18550.9,31 days,Pending,3.0/5.0
8218,"Perry, Simmons and Patton",NA,Conveyor Belts,17679.49,29 days,Pending,2.7/5.0
8219,"Torres, Carroll and Beck",APAC,Shipping Containers,18734.02,40 days,Inactive,4.5/5.0
8220,Allen-Lowe,MEA,Shipping Containers,1362.76,33 days,Inactive,4.3/5.0
8221,Higgins-Cruz,MEA,Barcode Scanners,10709.97,22 days,Pending,3.5/5.0
8222,"Short, Parker and Dixon",APAC,Shipping Containers,1484.19,13 days,Inactive,2.9/5.0
8223,"Mosley, Alvarez and Rodriguez",LATAM,Forklifts,11691.77,13 days,Pending,2.8/5.0
8224,Fletcher-Davis,MEA,Pallet Jacks,17514.09,15 days,Active,4.3/5.0
8225,"Williams, Reynolds and Dunlap",APAC,Forklifts,18285.44,12 days,Pending,4.9/5.0
8226,"Jenkins, West and Spencer",MEA,Shipping Containers,14181.24,37 days,Inactive,3.3/5.0
8227,Johnson-Moore,NA,Conveyor Belts,18563.6,20 days,Active,4.1/5.0
8228,"Curtis, Robertson and Butler",LATAM,Forklifts,14823.79,20 days,Pending,4.2/5.0
8229,Hill and Sons,MEA,Pallet Jacks,9177.38,32 days,Pending,4.7/5.0
8230,Pace Group,EU,Conveyor Belts,4840.14,35 days,Inactive,2.9/5.0
8231,Dominguez LLC,LATAM,Shipping Containers,4779.78,14 days,Active,4.8/5.0
8232,Campbell and Sons,EU,Barcode Scanners,16296.69,26 days,Pending,4.0/5.0
8233,Estes-Arellano,EU,Barcode Scanners,2781.63,27 days,Pending,2.9/5.0
8234,Wright PLC,NA,Forklifts,19293.85,10 days,Inactive,3.2/5.0
8235,Nelson Ltd,APAC,Shipping Containers,6859.71,37 days,Pending,4.4/5.0
8236,Vaughn-Garrett,MEA,Shipping Containers,8566.11,33 days,Inactive,4.6/5.0
8237,Parker-Gomez,APAC,Barcode Scanners,392.32,23 days,Pending,4.7/5.0
8238,Richmond-Oconnor,MEA,Conveyor Belts,6240.46,15 days,Active,4.3/5.0
8239,Chaney-Soto,MEA,Barcode Scanners,4936.66,35 days,Pending,4.3/5.0
8240,Peters LLC,EU,Pallet Jacks,17126.08,36 days,Pending,3.7/5.0
8241,Owen and Sons,NA,Barcode Scanners,10143.17,28 days,Active,3.8/5.0
8242,James Ltd,LATAM,Barcode Scanners,7365.75,18 days,Inactive,4.0/5.0
8243,Juarez-Rojas,EU,Forklifts,12235.92,7 days,Active,3.8/5.0
8244,Carlson-White,EU,Pallet Jacks,9791.65,32 days,Inactive,4.7/5.0
8245,"Jackson, Davis and Parsons",LATAM,Conveyor Belts,10817.41,35 days,Pending,4.7/5.0
8246,Phillips Group,EU,Forklifts,8007.08,18 days,Inactive,2.8/5.0
8247,"Smith, Parker and White",MEA,Barcode Scanners,14093.6,11 days,Active,4.1/5.0
8248,Hopkins Ltd,MEA,Forklifts,7268.61,28 days,Pending,4.9/5.0
8249,Santos LLC,EU,Barcode Scanners,1323.67,17 days,Inactive,4.0/5.0
8250,"Tate, Carter and Watts",MEA,Pallet Jacks,1853.32,18 days,Pending,3.1/5.0
8251,Hamilton Ltd,LATAM,Shipping Containers,4820.41,24 days,Pending,3.5/5.0
8252,Cook Ltd,APAC,Pallet Jacks,11785.03,38 days,Active,4.8/5.0
8253,"Walker, Williams and Garcia",MEA,Shipping Containers,18975.76,5 days,Active,3.7/5.0
8254,"Garcia, Chapman and Ortega",APAC,Conveyor Belts,4937.96,39 days,Active,4.1/5.0
8255,Thompson-Burton,EU,Shipping Containers,18612.78,31 days,Active,2.8/5.0
8256,"Hardy, Salazar and Marks",LATAM,Conveyor Belts,8601.75,12 days,Inactive,2.9/5.0
8257,Wagner LLC,NA,Barcode Scanners,707.45,14 days,Active,4.0/5.0
8258,"Sandoval, Cole and Day",MEA,Conveyor Belts,16230.71,19 days,Pending,3.5/5.0
8259,Ford-Potts,NA,Pallet Jacks,14842.89,31 days,Active,4.3/5.0
8260,Morris-Roberts,NA,Conveyor Belts,2511.63,27 days,Inactive,4.0/5.0
8261,Jones-Smith,NA,Pallet Jacks,1009.02,28 days,Active,3.4/5.0
8262,Chavez-Robbins,NA,Shipping Containers,6346.75,31 days,Pending,4.5/5.0
8263,Poole-White,NA,Barcode Scanners,6762.84,27 days,Pending,4.6/5.0
8264,"Chase, Stephens and Miller",LATAM,Pallet Jacks,3944.69,32 days,Inactive,2.6/5.0
8265,Rodriguez PLC,NA,Pallet Jacks,7067.11,27 days,Inactive,3.4/5.0
8266,Reese LLC,LATAM,Forklifts,10764.96,34 days,Inactive,2.6/5.0
8267,Morrison Inc,MEA,Pallet Jacks,8768.58,18 days,Inactive,3.9/5.0
8268,Allen-Hoffman,EU,Conveyor Belts,17288.79,32 days,Inactive,2.6/5.0
8269,"Rogers, Wade and Horn",EU,Shipping Containers,17860.52,25 days,Pending,2.7/5.0
8270,Sanchez PLC,APAC,Pallet Jacks,13423.64,13 days,Pending,4.1/5.0
8271,Chan LLC,LATAM,Shipping Containers,8432.15,28 days,Pending,3.6/5.0
8272,Chen-Rivers,LATAM,Shipping Containers,9369.45,20 days,Pending,2.9/5.0
8273,Smith-Burnett,NA,Forklifts,17449.08,12 days,Active,3.0/5.0
8274,Cruz and Sons,LATAM,Forklifts,11833.24,39 days,Active,4.5/5.0
8275,Harris LLC,APAC,Conveyor Belts,19602.39,30 days,Inactive,3.9/5.0
8276,Ward-Matthews,NA,Barcode Scanners,6442.19,17 days,Active,4.9/5.0
8277,Duke-Moreno,EU,Forklifts,5871.24,20 days,Active,3.7/5.0
8278,"Johnson, Walsh and Moore",EU,Forklifts,3298.78,34 days,Pending,4.8/5.0
8279,"Espinoza, Walsh and Schaefer",EU,Shipping Containers,19807.48,21 days,Active,3.5/5.0
8280,Lee Group,LATAM,Barcode Scanners,350.17,35 days,Inactive,4.0/5.0
8281,"Fletcher, Walton and Blake",LATAM,Shipping Containers,12002.24,20 days,Inactive,3.4/5.0
8282,Potts LLC,APAC,Barcode Scanners,6843.28,26 days,Pending,4.6/5.0
8283,Carter LLC,EU,Barcode Scanners,19638.29,12 days,Inactive,4.2/5.0
8284,Hurst-Savage,LATAM,Shipping Containers,7723.6,35 days,Active,4.0/5.0
8285,"Fields, Long and Horton",MEA,Barcode Scanners,1136.58,14 days,Pending,2.8/5.0
8286,Thomas Group,NA,Forklifts,17703.84,19 days,Active,2.8/5.0
8287,"Meyer, Vargas and Barrett",EU,Pallet Jacks,9346.27,40 days,Inactive,3.6/5.0
8288,Lin Group,NA,Shipping Containers,5816.39,26 days,Active,3.8/5.0
8289,Forbes-Johnson,LATAM,Barcode Scanners,11644.85,25 days,Inactive,2.7/5.0
8290,Pollard Ltd,APAC,Conveyor Belts,17576.21,32 days,Active,4.5/5.0
8291,Hunter Ltd,APAC,Shipping Containers,13920.42,7 days,Inactive,4.1/5.0
8292,"Castro, Page and Small",LATAM,Shipping Containers,8692.15,13 days,Inactive,3.6/5.0
8293,Chung Group,NA,Shipping Containers,13262.9,21 days,Inactive,4.8/5.0
8294,Martinez Group,LATAM,Shipping Containers,13561.96,6 days,Active,3.3/5.0
8295,"Thompson, Francis and Perkins",LATAM,Shipping Containers,2643.72,10 days,Active,3.7/5.0
8296,Dunn LLC,NA,Forklifts,333.57,30 days,Inactive,3.3/5.0
8297,"Mueller, Malone and Lester",EU,Shipping Containers,2679.0,14 days,Active,3.3/5.0
8298,Reid-Cunningham,LATAM,Pallet Jacks,13797.38,22 days,Inactive,4.5/5.0
