Supplier ID,Name,Region,Material,Price per Unit (USD),Lead Time,Status,Rating
6023,"Rivera, Gutierrez and Sloan",LATAM,Ball Bearings,8815.76,18 days,Pending,4.6/5.0
6024,Martin Group,EU,Ball Bearings,4942.07,27 days,Inactive,4.7/5.0
6025,"Thornton, Kim and Charles",MEA,Industrial Lubricants,9128.66,23 days,Pending,3.4/5.0
6026,"Valdez, Mckenzie and Morton",MEA,Hydraulic Pumps,5195.36,19 days,Active,4.3/5.0
6027,Robertson-Velasquez,EU,CNC Machine Parts,8377.69,18 days,Inactive,3.5/5.0
6028,Ellis LLC,LATAM,Hydraulic Pumps,8821.01,30 days,Active,3.6/5.0
6029,Clarke PLC,MEA,Industrial Lubricants,7919.21,10 days,Pending,3.8/5.0
6030,Sanchez PLC,MEA,Industrial Lubricants,173.14,13 days,Pending,3.5/5.0
6031,Mckinney LLC,EU,CNC Machine Parts,1384.13,18 days,Pending,4.3/5.0
6032,Foster-Smith,APAC,CNC Machine Parts,495.07,39 days,Pending,4.2/5.0
6033,"Mitchell, Williams and Martinez",LATAM,Aluminum Sheets,2558.16,37 days,Inactive,4.3/5.0
6034,"Murphy, Reyes and Frank",APAC,Ball Bearings,3227.39,12 days,Inactive,4.8/5.0
6035,"Morales, Casey and Walker",APAC,Hydraulic Pumps,2465.61,36 days,Active,3.6/5.0
6036,Anderson LLC,MEA,CNC Machine Parts,288.33,30 days,Active,2.6/5.0
6037,Davis-Guerra,APAC,CNC Machine Parts,9652.59,21 days,Inactive,3.0/5.0
6038,"Chapman, King and Ferguson",EU,Aluminum Sheets,818.55,29 days,Active,4.0/5.0
6039,Williamson Inc,EU,CNC Machine Parts,4843.55,30 days,Active,3.0/5.0
6040,Anderson-Cuevas,NA,Aluminum Sheets,1844.01,5 days,Inactive,2.8/5.0
6041,"Peterson, Obrien and Poole",LATAM,Ball Bearings,3226.63,22 days,Pending,3.8/5.0
6042,"Montgomery, Riley and Olson",EU,Industrial Lubricants,7931.06,23 days,Active,3.5/5.0
6043,Gamble Group,MEA,CNC Machine Parts,8528.17,29 days,Active,4.6/5.0
6044,Lee Inc,NA,Aluminum Sheets,4815.51,7 days,Pending,3.5/5.0
6045,Chapman-Bentley,LATAM,CNC Machine Parts,8886.72,20 days,Inactive,4.4/5.0
6046,Evans-Owen,MEA,Ball Bearings,990.59,29 days,Pending,4.0/5.0
6047,Richardson Inc,APAC,Industrial Lubricants,6712.58,17 days,Pending,3.2/5.0
6048,Williams-Franklin,MEA,Hydraulic Pumps,1452.2,12 days,Pending,4.6/5.0
6049,Harris Group,MEA,Hydraulic Pumps,6337.1,40 days,Inactive,4.2/5.0
6050,Huber-Gonzalez,EU,Aluminum Sheets,2299.59,16 days,Inactive,3.5/5.0
6051,"Thomas, Scott and Santos",APAC,Hydraulic Pumps,3296.15,18 days,Active,4.9/5.0
6052,Montgomery-Anderson,MEA,Hydraulic Pumps,9140.97,11 days,Active,3.6/5.0
6053,"Maxwell, Jones and Chambers",NA,Aluminum Sheets,5983.44,8 days,Pending,4.2/5.0
6054,"Sanchez, Lucas and Anderson",NA,Aluminum Sheets,6724.78,23 days,Inactive,2.7/5.0
6055,Adams-Tucker,LATAM,Hydraulic Pumps,1044.73,36 days,Pending,2.9/5.0
6056,"White, Gibbs and Stafford",MEA,Aluminum Sheets,1808.74,27 days,Pending,3.9/5.0
6057,"Cox, West and Mclaughlin",EU,Industrial Lubricants,5906.83,14 days,Active,2.6/5.0
6058,"Brown, Rivera and Whitney",APAC,CNC Machine Parts,1228.42,24 days,Active,3.2/5.0
6059,Mueller Group,NA,Aluminum Sheets,5255.58,31 days,Active,3.0/5.0
6060,"Bennett, Green and Clark",MEA,Aluminum Sheets,5211.97,18 days,Pending,4.8/5.0
6061,Bender-Young,NA,Industrial Lubricants,2331.97,24 days,Inactive,2.8/5.0
6062,"Smith, Townsend and Davis",LATAM,Hydraulic Pumps,6886.6,37 days,Active,3.2/5.0
6063,Blake LLC,LATAM,Ball Bearings,4557.1,26 days,Active,2.9/5.0
6064,"Murphy, Greene and Conley",NA,CNC Machine Parts,1421.72,33 days,Active,4.7/5.0
6065,"Price, Williams and Wyatt",APAC,CNC Machine Parts,3116.04,23 days,Inactive,4.2/5.0
6066,Walsh and Sons,APAC,Aluminum Sheets,3755.01,28 days,Active,2.7/5.0
6067,Luna-Hayes,EU,Ball Bearings,9096.89,31 days,Inactive,3.3/5.0
6068,Thomas Inc,LATAM,Aluminum Sheets,7038.77,6 days,Inactive,4.4/5.0
6069,"Collins, Harper and Valencia",EU,Hydraulic Pumps,7074.93,34 days,Pending,4.6/5.0
6070,Smith-Munoz,NA,Hydraulic Pumps,8448.31,35 days,Pending,3.6/5.0
6071,Arnold-Reynolds,EU,CNC Machine Parts,7761.51,16 days,Active,2.7/5.0
6072,Castaneda-Thompson,LATAM,Industrial Lubricants,3054.71,6 days,Pending,3.7/5.0
6073,Moon LLC,APAC,Hydraulic Pumps,4925.82,7 days,Pending,4.6/5.0
6074,Townsend-Scott,APAC,Hydraulic Pumps,3202.96,29 days,Inactive,3.4/5.0
6075,Bryant Ltd,NA,Aluminum Sheets,3107.62,7 days,Pending,4.7/5.0
6076,Thompson-Hughes,EU,Industrial Lubricants,289.38,6 days,Active,2.8/5.0
6077,Bauer-Atkins,EU,Ball Bearings,5328.01,31 days,Pending,4.8/5.0
6078,Scott and Sons,LATAM,Aluminum Sheets,9861.97,37 days,Active,4.3/5.0
6079,Thomas and Sons,NA,Aluminum Sheets,3237.69,40 days,Active,3.6/5.0
6080,Lewis and Sons,LATAM,Industrial Lubricants,5981.63,28 days,Pending,2.6/5.0
6081,Gray-Williams,APAC,Industrial Lubricants,2259.65,26 days,Active,4.5/5.0
6082,Edwards LLC,APAC,Aluminum Sheets,2563.65,7 days,Inactive,3.4/5.0
6083,King-Ramos,EU,CNC Machine Parts,5354.52,38 days,Pending,4.4/5.0
6084,Johnson-Allen,EU,Hydraulic Pumps,4236.54,34 days,Active,3.5/5.0
6085,Sandoval Inc,EU,Hydraulic Pumps,466.79,37 days,Active,4.5/5.0
6086,Carpenter-Martin,LATAM,Aluminum Sheets,7395.53,20 days,Active,4.8/5.0
6087,Mckee PLC,MEA,Ball Bearings,1862.89,18 days,Pending,4.7/5.0
6088,Moore-Robinson,EU,Industrial Lubricants,4328.57,34 days,Pending,3.4/5.0
6089,Bass-Cunningham,LATAM,Hydraulic Pumps,4698.41,9 days,Pending,4.1/5.0
6090,Powers-Hall,MEA,Aluminum Sheets,1574.29,13 days,Active,3.1/5.0
6091,Chapman Ltd,APAC,Aluminum Sheets,4141.61,22 days,Pending,3.1/5.0
6092,"Barr, Lawson and Malone",LATAM,Hydraulic Pumps,6160.62,19 days,Active,4.2/5.0
6093,Schwartz LLC,EU,Ball Bearings,8899.07,23 days,Inactive,3.4/5.0
6094,"Bell, Hoffman and Perkins",APAC,Aluminum Sheets,5436.4,15 days,Active,4.2/5.0
6095,"Serrano, Castillo and Jackson",EU,Ball Bearings,7546.09,11 days,Inactive,4.8/5.0
6096,Brown Ltd,NA,Industrial Lubricants,2334.02,35 days,Active,3.4/5.0
6097,Pierce LLC,LATAM,Hydraulic Pumps,2456.81,33 days,Pending,3.4/5.0
6098,Fields-Baker,NA,Aluminum Sheets,2591.85,21 days,Inactive,3.7/5.0
6099,Chan-Jones,APAC,Aluminum Sheets,6531.38,14 days,Active,4.1/5.0
6100,"Gross, Ross and Lara",EU,CNC Machine Parts,6395.83,19 days,Inactive,4.8/5.0
6101,"Johnson, Costa and Williams",EU,Aluminum Sheets,9207.53,13 days,Inactive,3.7/5.0
6102,"Ferguson, Davis and Schroeder",LATAM,Aluminum Sheets,5630.9,30 days,Pending,4.0/5.0
6103,George Inc,LATAM,Aluminum Sheets,1474.66,16 days,Active,4.1/5.0
6104,Holland LLC,EU,CNC Machine Parts,9637.53,16 days,Active,3.3/5.0
6105,Snyder Group,LATAM,Hydraulic Pumps,7703.44,13 days,Active,3.1/5.0
6106,Carter Ltd,MEA,Aluminum Sheets,2425.6,19 days,Inactive,2.8/5.0
6107,Rivers Group,MEA,CNC Machine Parts,6669.15,8 days,Pending,3.0/5.0
6108,"Long, Davis and Perez",MEA,Ball Bearings,1111.42,21 days,Active,3.0/5.0
6109,Snow-Allen,LATAM,Industrial Lubricants,3676.16,39 days,Pending,3.3/5.0
6110,Myers LLC,NA,CNC Machine Parts,8544.94,36 days,Active,4.5/5.0
6111,"Nelson, Harper and Dorsey",EU,Aluminum Sheets,8708.04,7 days,Inactive,3.0/5.0
6112,"Ortega, Wilson and Adams",LATAM,CNC Machine Parts,3639.59,8 days,Pending,4.3/5.0
6113,Maxwell and Sons,LATAM,CNC Machine Parts,786.15,32 days,Pending,3.5/5.0
6114,"Murray, Phelps and Henry",MEA,CNC Machine Parts,969.63,8 days,Active,4.7/5.0
6115,Barnes Inc,APAC,Hydraulic Pumps,9542.63,10 days,Inactive,3.0/5.0
6116,"Harris, Gallegos and Davis",APAC,Ball Bearings,4677.34,33 days,Pending,3.1/5.0
6117,"Keller, Jensen and Park",NA,CNC Machine Parts,8938.85,31 days,Active,2.6/5.0
6118,"Tran, Anderson and Thomas",LATAM,CNC Machine Parts,9307.02,18 days,Pending,2.9/5.0
6119,"Schwartz, Bradshaw and Hudson",LATAM,CNC Machine Parts,1591.62,35 days,Pending,2.6/5.0
6120,Adams-Walker,NA,Hydraulic Pumps,8710.67,34 days,Active,3.5/5.0
6121,Hernandez-Grant,APAC,Ball Bearings,5349.96,28 days,Inactive,4.7/5.0
6122,"Butler, Castillo and Cook",EU,CNC Machine Parts,2511.27,34 days,Inactive,3.1/5.0
6123,"Jackson, Conley and Burns",MEA,Ball Bearings,4593.95,20 days,Inactive,2.8/5.0
6124,"Stanley, Flores and Mcdonald",NA,Hydraulic Pumps,8165.38,29 days,Pending,3.1/5.0
6125,Smith Inc,LATAM,Hydraulic Pumps,4148.18,10 days,Pending,5.0/5.0
6126,"Riley, Adams and Johnson",NA,Industrial Lubricants,1376.93,18 days,Inactive,3.7/5.0
6127,Fernandez-Sosa,NA,CNC Machine Parts,5880.92,13 days,Inactive,3.5/5.0
6128,"Vazquez, Robertson and Oliver",APAC,CNC Machine Parts,6988.28,22 days,Active,4.2/5.0
6129,Graham-Morgan,MEA,Ball Bearings,4951.66,34 days,Inactive,3.9/5.0
6130,Wilcox and Sons,LATAM,CNC Machine Parts,9037.77,12 days,Inactive,3.8/5.0
6131,Gray-Morse,MEA,Hydraulic Pumps,257.75,33 days,Pending,3.1/5.0
6132,Lee Ltd,MEA,Hydraulic Pumps,9795.97,6 days,Active,3.7/5.0
6133,"Adams, Scott and Hughes",EU,Ball Bearings,2217.31,38 days,Pending,2.7/5.0
6134,Elliott LLC,LATAM,CNC Machine Parts,5921.34,38 days,Active,3.7/5.0
6135,Clark Inc,EU,Industrial Lubricants,6960.79,39 days,Pending,2.9/5.0
6136,Sheppard-Lewis,EU,Industrial Lubricants,3873.3,15 days,Pending,4.5/5.0
6137,Mcdonald-Griffin,EU,Aluminum Sheets,349.55,7 days,Active,2.7/5.0
6138,Kelly-Kennedy,APAC,Aluminum Sheets,242.78,21 days,Pending,4.1/5.0
6139,"Mckinney, Warren and Henderson",EU,CNC Machine Parts,6553.71,35 days,Pending,4.3/5.0
6140,Gonzalez-Collins,LATAM,CNC Machine Parts,350.55,9 days,Active,4.3/5.0
6141,Andrade-Franco,NA,Aluminum Sheets,8485.67,6 days,Active,3.8/5.0
6142,Garrett PLC,EU,Ball Bearings,897.25,12 days,Pending,4.5/5.0
6143,Mckinney PLC,APAC,Aluminum Sheets,4597.68,12 days,Inactive,4.2/5.0
6144,"Martin, Smith and Davis",APAC,Industrial Lubricants,6591.1,11 days,Inactive,2.9/5.0
6145,"Buck, Franklin and Anderson",LATAM,Aluminum Sheets,7921.52,6 days,Inactive,3.5/5.0
6146,Perkins Inc,NA,Aluminum Sheets,9118.73,14 days,Inactive,4.5/5.0
6147,"Knight, Mendez and Carter",MEA,Hydraulic Pumps,9362.59,7 days,Inactive,4.3/5.0
6148,"Thomas, Clark and Cox",APAC,Hydraulic Pumps,2891.48,12 days,Pending,3.7/5.0
6149,Marquez-Gregory,MEA,Ball Bearings,7375.49,33 days,Pending,2.9/5.0
6150,Farmer Group,APAC,Hydraulic Pumps,1622.57,28 days,Active,2.9/5.0
6151,Logan Group,MEA,Aluminum Sheets,7196.09,27 days,Pending,2.9/5.0
6152,Martin Group,MEA,Hydraulic Pumps,2194.67,28 days,Active,4.5/5.0
6153,"Smith, Mayer and Martinez",APAC,Ball Bearings,1327.03,16 days,Inactive,3.2/5.0
6154,"Hunt, Smith and Miller",APAC,Hydraulic Pumps,1809.2,30 days,Active,3.6/5.0
6155,Harrell-Daniels,APAC,Ball Bearings,8471.38,31 days,Pending,4.5/5.0
6156,"Smith, Holland and Morris",EU,CNC Machine Parts,191.75,27 days,Pending,4.1/5.0
6157,May and Sons,LATAM,Ball Bearings,9931.95,31 days,Pending,3.8/5.0
6158,Brown PLC,MEA,Ball Bearings,8211.82,17 days,Active,4.9/5.0
6159,Little Inc,APAC,CNC Machine Parts,4628.18,33 days,Pending,3.2/5.0
6160,Saunders Group,EU,Ball Bearings,4538.32,30 days,Pending,2.9/5.0
6161,Williams PLC,APAC,Ball Bearings,2600.36,20 days,Pending,4.8/5.0
6162,Wilson-Randolph,LATAM,Hydraulic Pumps,2930.11,9 days,Pending,3.6/5.0
6163,"Hernandez, Moore and Carlson",APAC,CNC Machine Parts,8995.41,23 days,Pending,4.3/5.0
6164,Jensen Group,LATAM,Hydraulic Pumps,7477.43,6 days,Active,4.4/5.0
6165,Cox and Sons,EU,Aluminum Sheets,1270.13,7 days,Inactive,2.7/5.0
6166,Owens-Rice,LATAM,Ball Bearings,1304.83,33 days,Active,3.5/5.0
6167,"French, Meyer and Ross",EU,Aluminum Sheets,3083.63,40 days,Active,3.2/5.0
6168,Morrow-Hernandez,LATAM,CNC Machine Parts,1995.56,32 days,Pending,3.8/5.0
6169,Jefferson PLC,APAC,Aluminum Sheets,8606.27,7 days,Pending,3.7/5.0
6170,Mason PLC,EU,Industrial Lubricants,247.73,20 days,Inactive,4.5/5.0
6171,Dyer Inc,NA,Hydraulic Pumps,8881.63,34 days,Pending,4.2/5.0
6172,Walker-Cox,LATAM,CNC Machine Parts,6026.87,25 days,Pending,3.9/5.0
6173,Davis-Roberts,LATAM,CNC Machine Parts,197.09,20 days,Active,4.5/5.0
6174,Perry-Perry,EU,Ball Bearings,822.53,30 days,Pending,3.1/5.0
6175,Huffman LLC,MEA,Ball Bearings,1105.84,5 days,Active,4.3/5.0
6176,Garner PLC,MEA,Industrial Lubricants,9474.45,27 days,Pending,3.6/5.0
6177,Carroll-Kerr,LATAM,Aluminum Sheets,6911.21,21 days,Pending,3.4/5.0
6178,"English, Beard and Jimenez",APAC,Industrial Lubricants,2377.29,25 days,Pending,5.0/5.0
6179,"Garcia, Marquez and Schneider",LATAM,CNC Machine Parts,9710.26,18 days,Pending,4.2/5.0
6180,Phillips LLC,MEA,Aluminum Sheets,3159.15,14 days,Inactive,3.8/5.0
6181,"Harrison, Park and Keller",MEA,Aluminum Sheets,8749.42,40 days,Pending,2.6/5.0
6182,Mcclure PLC,LATAM,Industrial Lubricants,5663.84,36 days,Inactive,2.9/5.0
6183,"Andrews, Campbell and Davis",APAC,CNC Machine Parts,2106.23,38 days,Pending,3.2/5.0
6184,Stewart Group,LATAM,Ball Bearings,9131.04,33 days,Active,4.0/5.0
6185,Patterson-Whitaker,APAC,Industrial Lubricants,5092.82,6 days,Inactive,3.8/5.0
6186,Clark PLC,NA,Aluminum Sheets,8890.63,40 days,Inactive,2.5/5.0
6187,"Wilson, Johnson and Gilbert",APAC,Hydraulic Pumps,1409.24,34 days,Pending,3.6/5.0
6188,Richard Ltd,APAC,Aluminum Sheets,6364.01,8 days,Active,4.3/5.0
6189,Rodriguez Ltd,EU,Ball Bearings,1687.9,32 days,Inactive,3.0/5.0
6190,"Duran, Collins and Gordon",APAC,Ball Bearings,7380.47,6 days,Pending,3.0/5.0
6191,Smith and Sons,APAC,Aluminum Sheets,6777.98,7 days,Inactive,4.5/5.0
6192,Thomas Group,LATAM,CNC Machine Parts,9560.55,5 days,Inactive,4.8/5.0
6193,"Gomez, Frazier and Schaefer",MEA,Hydraulic Pumps,2346.66,9 days,Active,4.6/5.0
6194,"Austin, Cruz and Walker",EU,Aluminum Sheets,8082.61,19 days,Active,3.1/5.0
6195,Dalton-Lewis,MEA,Hydraulic Pumps,2783.09,23 days,Pending,2.7/5.0
6196,Anderson and Sons,MEA,Aluminum Sheets,9224.08,6 days,Pending,3.5/5.0
6197,Moore-Richards,MEA,CNC Machine Parts,9103.83,27 days,Active,2.6/5.0
6198,Russell-Garcia,NA,Hydraulic Pumps,2365.31,23 days,Inactive,4.4/5.0
6199,Williams-Roberts,NA,Hydraulic Pumps,3008.86,13 days,Pending,2.5/5.0
6200,Daugherty Ltd,APAC,CNC Machine Parts,6603.17,37 days,Active,4.7/5.0
6201,Morales LLC,NA,Ball Bearings,5423.37,11 days,Pending,2.7/5.0
6202,"Oneal, Wilson and Barnett",MEA,CNC Machine Parts,9984.38,13 days,Pending,4.6/5.0
6203,Jones and Sons,EU,Industrial Lubricants,9844.2,38 days,Inactive,3.9/5.0
6204,Harris LLC,NA,Aluminum Sheets,1706.38,19 days,Inactive,3.3/5.0
6205,Brown and Sons,EU,Hydraulic Pumps,7158.63,40 days,Active,5.0/5.0
6206,"Padilla, White and Campos",LATAM,CNC Machine Parts,1067.99,29 days,Inactive,3.9/5.0
6207,Hunter-Baker,MEA,Aluminum Sheets,8927.68,22 days,Pending,3.6/5.0
6208,Pacheco-Washington,MEA,Aluminum Sheets,4776.22,9 days,Inactive,4.1/5.0
6209,Moyer-Lewis,MEA,Aluminum Sheets,3517.38,18 days,Pending,4.7/5.0
6210,Williams Inc,NA,Hydraulic Pumps,734.33,24 days,Inactive,4.3/5.0
6211,"Davis, Williams and Shaw",APAC,Hydraulic Pumps,5895.43,18 days,Pending,3.9/5.0
6212,Powers-Coleman,EU,CNC Machine Parts,3501.06,17 days,Pending,4.5/5.0
6213,"Campbell, Gilbert and Vargas",APAC,Hydraulic Pumps,6537.48,25 days,Pending,3.9/5.0
6214,Lynch-Gonzalez,LATAM,Hydraulic Pumps,4055.71,31 days,Pending,3.1/5.0
6215,"Jones, Nelson and Watkins",MEA,Aluminum Sheets,3340.27,26 days,Inactive,4.2/5.0
6216,"Mcfarland, Owen and Stewart",NA,Hydraulic Pumps,4790.3,16 days,Active,4.0/5.0
6217,Washington-Sanchez,MEA,Aluminum Sheets,6827.8,23 days,Inactive,3.9/5.0
6218,Williams-Wood,MEA,Industrial Lubricants,6626.42,26 days,Pending,3.0/5.0
6219,Green-Herrera,MEA,Ball Bearings,1121.73,8 days,Active,2.9/5.0
6220,Taylor PLC,APAC,Industrial Lubricants,9173.24,14 days,Pending,3.4/5.0
6221,"Diaz, Smith and Foster",APAC,Ball Bearings,3245.67,40 days,Inactive,4.2/5.0
6222,"Johnson, Perry and Parker",MEA,Hydraulic Pumps,8576.44,37 days,Inactive,2.6/5.0
6223,Wells PLC,EU,Hydraulic Pumps,1571.01,29 days,Inactive,4.5/5.0
6224,Hoffman PLC,LATAM,Hydraulic Pumps,3981.75,26 days,Inactive,4.0/5.0
6225,Graham PLC,LATAM,Aluminum Sheets,6747.62,18 days,Active,4.1/5.0
6226,Ellis Group,APAC,Ball Bearings,975.84,26 days,Pending,3.1/5.0
6227,Smith-Nguyen,EU,Aluminum Sheets,8831.79,11 days,Active,2.9/5.0
6228,Joseph PLC,EU,Industrial Lubricants,6398.76,24 days,Inactive,4.4/5.0
6229,Bowen-Rodriguez,APAC,Aluminum Sheets,7990.94,22 days,Inactive,5.0/5.0
6230,"West, Johnston and Abbott",NA,Hydraulic Pumps,564.43,31 days,Pending,4.6/5.0
6231,Rodriguez and Sons,LATAM,CNC Machine Parts,5675.56,33 days,Pending,4.3/5.0
6232,"Reed, Wilkins and Walters",NA,Hydraulic Pumps,6354.02,30 days,Inactive,5.0/5.0
6233,"Hall, Fowler and Fowler",NA,Aluminum Sheets,5579.81,35 days,Active,3.5/5.0
6234,Turner LLC,EU,Industrial Lubricants,4671.96,30 days,Pending,3.0/5.0
6235,Moore-Fox,APAC,CNC Machine Parts,3230.82,38 days,Pending,5.0/5.0
6236,"Mayo, Rios and White",NA,Hydraulic Pumps,2505.37,16 days,Inactive,3.1/5.0
6237,Fritz-Meadows,NA,Ball Bearings,2657.02,5 days,Inactive,3.3/5.0
6238,Cohen-Evans,LATAM,Industrial Lubricants,7830.61,15 days,Inactive,4.7/5.0
6239,"Middleton, Fry and Yang",NA,CNC Machine Parts,4535.43,21 days,Pending,4.7/5.0
6240,Diaz-Meyer,MEA,Aluminum Sheets,7125.74,6 days,Pending,4.2/5.0
6241,"Gilbert, Bell and Reese",MEA,Ball Bearings,9249.8,18 days,Pending,3.1/5.0
6242,"Ortiz, Brady and Pace",EU,Aluminum Sheets,6268.87,10 days,Inactive,4.4/5.0
6243,"Walker, Fox and Phillips",EU,Industrial Lubricants,6713.01,31 days,Pending,4.9/5.0
6244,Murphy-Adams,NA,Aluminum Sheets,5945.01,36 days,Inactive,2.8/5.0
6245,Lopez and Sons,NA,Industrial Lubricants,1782.1,6 days,Inactive,3.5/5.0
6246,Anderson PLC,MEA,Aluminum Sheets,6947.85,14 days,Inactive,3.6/5.0
6247,"Sheppard, Matthews and Nelson",EU,Hydraulic Pumps,6190.58,6 days,Pending,5.0/5.0
6248,"Todd, Mccoy and Berry",NA,Industrial Lubricants,8475.54,20 days,Inactive,3.4/5.0
6249,Yu-Pitts,MEA,Ball Bearings,8798.48,29 days,Inactive,4.8/5.0
6250,"Smith, Ford and Peters",EU,Hydraulic Pumps,9500.65,27 days,Active,2.5/5.0
6251,Garza-Malone,NA,CNC Machine Parts,3273.03,25 days,Pending,4.2/5.0
6252,"Lynn, Cruz and Chang",EU,Industrial Lubricants,8769.32,32 days,Pending,3.7/5.0
6253,"Atkinson, Rodgers and Stephenson",APAC,CNC Machine Parts,4986.71,20 days,Active,4.9/5.0
6254,"Perez, Bates and Wise",NA,CNC Machine Parts,2167.78,26 days,Active,3.1/5.0
6255,"Newton, Day and Li",EU,Ball Bearings,2215.01,8 days,Pending,4.2/5.0
6256,Lucas-Hodge,NA,Hydraulic Pumps,3605.23,13 days,Inactive,4.2/5.0
6257,"Lopez, Watson and Long",MEA,Ball Bearings,6617.22,36 days,Inactive,3.8/5.0
6258,"Mills, Davis and Smith",EU,Hydraulic Pumps,6948.57,27 days,Inactive,3.2/5.0
6259,Jones-Carney,EU,Industrial Lubricants,2009.36,26 days,Inactive,4.5/5.0
6260,Cole-Smith,NA,Hydraulic Pumps,1312.17,17 days,Active,4.6/5.0
6261,Thompson PLC,NA,Aluminum Sheets,8978.19,29 days,Inactive,2.5/5.0
6262,"Hanson, Randall and Nguyen",APAC,Ball Bearings,7736.27,9 days,Inactive,4.8/5.0
6263,Maldonado-Williams,LATAM,Ball Bearings,1093.4,20 days,Inactive,4.8/5.0
6264,Richardson-Miller,LATAM,Ball Bearings,8280.68,8 days,Active,3.9/5.0
6265,"Moody, Walker and Austin",LATAM,Aluminum Sheets,1488.98,36 days,Pending,4.8/5.0
6266,Lara-Ibarra,LATAM,Hydraulic Pumps,1155.29,37 days,Inactive,4.2/5.0
6267,Robinson-Fisher,EU,Aluminum Sheets,510.35,37 days,Inactive,2.6/5.0
6268,Patel-Brown,MEA,Aluminum Sheets,9148.13,8 days,Inactive,3.3/5.0
6269,Key-Vance,LATAM,Industrial Lubricants,7111.47,25 days,Pending,4.1/5.0
6270,Woods Group,NA,Ball Bearings,7268.08,29 days,Pending,3.7/5.0
6271,Preston Ltd,LATAM,Ball Bearings,6404.97,24 days,Active,4.2/5.0
6272,Ross Inc,MEA,Ball Bearings,9669.42,26 days,Active,4.2/5.0
6273,Young-Chavez,APAC,CNC Machine Parts,6565.66,31 days,Pending,4.9/5.0
6274,Walsh Ltd,LATAM,Aluminum Sheets,6080.0,40 days,Pending,3.3/5.0
6275,Brooks-Thornton,MEA,Hydraulic Pumps,8599.13,16 days,Active,4.8/5.0
6276,Gibson Ltd,MEA,Aluminum Sheets,3351.48,29 days,Inactive,2.8/5.0
6277,Guzman Group,EU,Hydraulic Pumps,6765.06,13 days,Active,4.0/5.0
6278,"King, Ellis and Booker",LATAM,Aluminum Sheets,712.91,8 days,Active,3.2/5.0
6279,Vargas-Duran,EU,Ball Bearings,110.95,35 days,Pending,4.1/5.0
6280,Alvarez and Sons,LATAM,CNC Machine Parts,545.92,39 days,Inactive,4.7/5.0
6281,Mills-Garner,LATAM,Ball Bearings,7766.05,24 days,Active,4.6/5.0
6282,Hart-Hoffman,APAC,CNC Machine Parts,2459.86,15 days,Pending,4.4/5.0
6283,Anderson Group,LATAM,Industrial Lubricants,2398.33,14 days,Active,3.8/5.0
6284,Barr PLC,LATAM,Hydraulic Pumps,3507.11,6 days,Pending,4.3/5.0
6285,Ryan Ltd,MEA,Ball Bearings,156.85,30 days,Inactive,3.7/5.0
6286,Clark-Skinner,MEA,Industrial Lubricants,5282.28,5 days,Active,2.9/5.0
6287,"Burnett, Buck and Shelton",LATAM,Industrial Lubricants,2125.59,37 days,Pending,3.4/5.0
6288,"Wilkins, Clark and Bell",NA,Ball Bearings,4087.26,15 days,Pending,3.5/5.0
